DFRP-No_No-RBIF,Asset-name_Nom_du_bien,Street-number_Numéro-civique,Address_Adresse,City_Ville,Province-Code_Code-de-province,Province_Territory_Province_Territoire,Postal-code_Code-postal,Asset-type_Type-de-bien,Asbestos_Amiante,Mgmt-plan_Plan-gest
7687,"Fisheries Building",,"Highway 410","Baie Verte",NL,"Newfoundland and Labrador","A0K 1B0",Lease,No,"Not required"
55704,"E.K. Jerrett Building",45,"Conception Bay Highway","Bay Roberts",NL,"Newfoundland and Labrador","A0A 1G0",Lease,No,"Not required"
5183,"Community Council Building",,"Tableland Drive","Birchy Head",NL,"Newfoundland and Labrador","A0K 1K0",Lease,No,"Not required"
14321,"Sweetlands Building",232,"Confederation Drive",Bonavista,NL,"Newfoundland and Labrador","A0C 1B0",Lease,No,"Not required"
10639,"Doyle Building",,"Main Street","Brig Bay",NL,"Newfoundland and Labrador","A0K 4A0",Lease,No,"Not required"
10882,Building,1,"Main Street",Burgeo,NL,"Newfoundland and Labrador","A0N 2H0",Lease,"Work in progress","Work in progress"
25850,Building,64,Main,"Channel-Port aux Basques",NL,"Newfoundland and Labrador","A0M 1C0",Lease,"Work in progress","Work in progress"
906,"Brett Building",2,"Hopedale Avenue","Channel-Port aux Basques",NL,"Newfoundland and Labrador","A0M 1C0",Lease,No,"Not required"
7418,"Rodway Building",58,"Manitoba Drive",Clarenville,NL,"Newfoundland and Labrador","A5A 1K5",Lease,No,"Not required"
55581,"Vardy Building",,"Manitoba Drive",Clarenville,NL,"Newfoundland and Labrador","A0E 1J0",Lease,No,"Not required"
7212,"Goobie Building",8,"Myers Place",Clarenville,NL,"Newfoundland and Labrador","A0E 1J0",Lease,No,"Not required"
21889,"Morgan Building",55,"Thompson Street",Clarenville,NL,"Newfoundland and Labrador","A5A 1Y9",Lease,No,"Not required"
907,"Former Bank of Nova Scotia Building",49-53,"Conception Bay Highway","Clarke's Beach",NL,"Newfoundland and Labrador","A0A 1W0",Lease,No,"Not required"
918,FortisTowers,4,"Herald Avenue","Corner Brook",NL,"Newfoundland and Labrador","A2H 4B4",Lease,Yes,Yes
19967,"Lundrigan Building",18,"Lundrigan Drive","Corner Brook",NL,"Newfoundland and Labrador","A2H 7M3",Lease,No,"Not required"
55710,"Joseph R. Smallwood Building",1,"Regent Square","Corner Brook",NL,"Newfoundland and Labrador","A2H 7K6",Crown-owned,No,Yes
20960,"Aylward Building",1-3,"Union Street","Corner Brook",NL,"Newfoundland and Labrador","A2H 5M7",Lease,No,"Not required"
55906,"Sir Wilfred Grenfell College",5,"University Avenue","Corner Brook",NL,"Newfoundland and Labrador","A2H 6J3",Lease,No,"Not required"
17305,"Watson Pond Industrial Park",10B,"White Lakes Road","Corner Brook",NL,"Newfoundland and Labrador","A2H 6E1",Lease,No,"Not required"
12292,"Tech Building","Lot #1","White Lakes Road","Corner Brook",NL,"Newfoundland and Labrador","A2H 6C1",Lease,No,"Not required"
16117,"Warren Building",,"Trinity South Highway",Dildo,NL,"Newfoundland and Labrador","A0B 1P0",Lease,No,"Not required"
55630,"Paul Building",,"Freshwater Road",Ferryland,NL,"Newfoundland and Labrador","A0A 2H0",Lease,No,"Not required"
8361,"Storage Facility for Fisheries and Oceans",,"Shoal Bay Road",Fogo,NL,"Newfoundland and Labrador","A0G 2B0",Lease,No,"Not required"
8361,"Fisheries and Oceans Storage Facility",,"Shoal Bay Road",Fogo,NL,"Newfoundland and Labrador","A0G 2B0",Crown-owned,No,"Not required"
16931,"Gander International Airport",320,"Elizabeth Drive",Gander,NL,"Newfoundland and Labrador","A1V 1J6",Lease,Yes,Yes
989,"McCurdy Building",1,"Markham Place",Gander,NL,"Newfoundland and Labrador","A1V 0A8",Lease,No,"Not required"
15280,"Fisheries Building",330-342,"Main Street",Glovertown,NL,"Newfoundland and Labrador","A0G 2L0",Lease,No,"Not required"
55776,"Bayley Building",4,"Bayley Street","Grand Falls-Windsor",NL,"Newfoundland and Labrador","A2A 2T5",Lease,No,"Not required"
8502,"HRDC Building",23,"Broomfield Street","Happy Valley-Goose Bay",NL,"Newfoundland and Labrador","A0P 1E0",Lease,No,"Not required"
55790,"Glenn Plaza",176A,"Hamilton River Road","Happy Valley-Goose Bay",NL,"Newfoundland and Labrador","A0P 1E0",Lease,No,"Not required"
55728,"2-4 Hillcrest",2-4,"Hillcrest Road","Happy Valley-Goose Bay",NL,"Newfoundland and Labrador","A0P 1E0",Lease,No,"Not required"
8714,"Fisheries Building",202,"Kelland Drive","Happy Valley-Goose Bay",NL,"Newfoundland and Labrador","A0P 1E0",Lease,No,"Not required"
8459,"CBC Building",18,"Loring Drive","Happy Valley-Goose Bay",NL,"Newfoundland and Labrador","A0P 1C0",Lease,No,"Not required"
9438,"Jackman Building",64-66,"Canada Drive","Harbour Breton",NL,"Newfoundland and Labrador","A0H 1P0",Lease,No,"Not required"
22654,"Cyril Building",29,"Harvey Street","Harbour Grace",NL,"Newfoundland and Labrador","A0M 1C0",Lease,No,"Not required"
6986,"Labrador City Shopping Centre",500,"Vanier Avenue","Labrador City",NL,"Newfoundland and Labrador","A2V 2W7",Lease,Yes,Yes
55984,"Manuel Building",,"Main Street",Lewisporte,NL,"Newfoundland and Labrador","A0G 3A0",Lease,No,"Not required"
17540,"Sabal Building",7A,"Road to the Isles",Lewisporte,NL,"Newfoundland and Labrador","A0G 3A0",Lease,No,"Not required"
15247,"Bi-Rite Building",7,"Harris Drive",Marystown,NL,"Newfoundland and Labrador","A0E 2M0",Lease,No,"Not required"
533,"Jerrett Building",130-140,"Ville Marie Drive",Marystown,NL,"Newfoundland and Labrador","A0E 2M0",Lease,No,"Not required"
360,"Donovans Government of Canada Building",6,"Bruce Street","Mount Pearl",NL,"Newfoundland and Labrador","A1N 4T3",Crown-owned,Yes,Yes
13275,"Moore Building",121,"Glencoe Drive","Mount Pearl",NL,"Newfoundland and Labrador","A1N 4S7",Lease,No,"Not required"
14785,"Glencoe Building",132,"Glencoe Drive","Mount Pearl",NL,"Newfoundland and Labrador","A1N 4S9",Lease,No,"Not required"
6595,"Goobie Building",26,"Kyle Avenue","Mount Pearl",NL,"Newfoundland and Labrador","A1N 4R5",Lease,No,"Not required"
55701,"South Cross Road Building",,"Southern Cross Road","Mount Pearl",NL,"Newfoundland and Labrador","A1N 5A2",Lease,No,"Not required"
13113,"Redwood Building",961,"Topsail Road","Mount Pearl",NL,"Newfoundland and Labrador","A1N 3K1",Lease,No,"Not required"
17789,"Fisheries Building","Lot C-1","Lot C-1 Phase S",Nain,NL,"Newfoundland and Labrador","A0P 1L0",Lease,No,"Not required"
22280,"Twilight Building",1217,"Kenmount Road",Paradise,NL,"Newfoundland and Labrador","A1L 0V8",Lease,No,"Not required"
34808,Building,74-76,"Route 430-28","Port Saunders",NL,"Newfoundland and Labrador","A2H 6C2",Lease,"Work in progress","Work in progress"
55889,"Government of Canada Building",31,"Dot Drive","Rocky Harbour",NL,"Newfoundland and Labrador","A0K 4N0",Crown-owned,No,"Not required"
1618,"Bugden Building",118,"Pond Road","Rocky Harbour",NL,"Newfoundland and Labrador","A0K 4N0",Lease,No,"Not required"
55938,"Brett Building",383,"Little Bay Road",Springdale,NL,"Newfoundland and Labrador","A0J 1T0",Lease,No,"Not required"
55933,"Wells Building",130,"Main Street",Springdale,NL,"Newfoundland and Labrador","A0J 1T0",Lease,No,"Not required"
19765,"Econs Mall",1-25,"Goose Cove Road","St. Anthony",NL,"Newfoundland and Labrador","A0K 4S0",Lease,No,"Not required"
11975,"B and B Enterprises Limited",8,"Murray's Road","St. Anthony",NL,"Newfoundland and Labrador","A0K 4S0",Lease,No,"Not required"
55786,"The John Cabot Building",10,"Barters Hill","St. John's",NL,"Newfoundland and Labrador","A1C 6M1",Crown-owned,No,Yes
373,"Government of Canada Building - Pleasantville - Building 223",99,"Churchill Avenue","St. John's",NL,"Newfoundland and Labrador","A1A 1N3",Crown-owned,Yes,Yes
371,"Sir Humphrey Gilbert Building",165,"Duckworth Street","St. John's",NL,"Newfoundland and Labrador","A1C 1G4",Crown-owned,No,Yes
105024,"Northwest Atlantic Fisheries Centre",80,"East White Hills Road","St. John's",NL,"Newfoundland and Labrador","A1A 5J7",Crown-owned,Yes,Yes
403,"Royal Canadian Mounted Police 'B' Division Building",100,"East White Hills Road","St. John's",NL,"Newfoundland and Labrador","A1A 5X7",Crown-owned,No,"Not required"
17792,"Chimo Building",158,"East White Hills Road","St. John's",NL,"Newfoundland and Labrador","A1A 5J7",Lease,No,"Not required"
22403,"Taxation Data Centre",290,"Empire Avenue","St. John's",NL,"Newfoundland and Labrador","A1C 6L9",Crown-owned,Yes,Yes
55645,"Baine Johnston Centre",10,"Fort William Place","St. John's",NL,"Newfoundland and Labrador","A1C 1K4",Lease,No,"Not required"
,Building,'2-4,"Hallett Crescent","St. John's",NL,"Newfoundland and Labrador","A1B 4C5",Lease,"Work in progress","Work in progress"
19533,"Hallett Crescent Building",22,"Hallett Crescent","St. John's",NL,"Newfoundland and Labrador","A1B 4C4",Lease,No,"Not required"
153546,Building,100,"Hebron Way","St. John's",NL,"Newfoundland and Labrador","A1B 0L9",Lease,No,"Not required"
19997,"South Willow Building",40,"Mews Place","St. John's",NL,"Newfoundland and Labrador","A1B 4M3",Lease,No,"Not required"
8158,"Cabot Building Parking",100,"New Gower Street","St. John's",NL,"Newfoundland and Labrador","A1C 6K3",Lease,No,"Not required"
55806,"McDonald Building",74,"O'Leary Avenue","St. John's",NL,"Newfoundland and Labrador","A1B 2C7",Lease,Yes,Yes
25848,"Pippy Place Building",5-7,"Pipply Place","St. John's",NL,"Newfoundland and Labrador","A1B 3N4",Lease,No,"Not required"
415,"Quarry Warehouse - St. John's, NL",100,"Southside Road","St. John's",NL,"Newfoundland and Labrador","A1E 1A1",Lease,No,"Not required"
15497,"Allied Building",397,"Stavanger Drive","St. John's",NL,"Newfoundland and Labrador","A1A 0A1",Lease,No,"Not required"
56637,"Smith's Home Plaza",689,"Topsail Road","St. John's",NL,"Newfoundland and Labrador","A1E 2E3",Lease,No,"Not required"
9415,"Atlantic Place",215,"Water Street","St. John's",NL,"Newfoundland and Labrador","A1C 6C9",Lease,Yes,Yes
408,"Eclipse Building",354,"Water Street","St. John's",NL,"Newfoundland and Labrador","A1C 1C0",Lease,No,"Not required"
24981,"Waterford Bridge Rd - Building",240,"Waterford Bridge Rd","St. John's",NL,"Newfoundland and Labrador","A1C 5P5",Lease,No,"Not required"
23508,"Plastik Building",159-161,"Minnesota Drive",Stephenville,NL,"Newfoundland and Labrador","A2N 3A3",Lease,No,"Not required"
55892,"Fisheries Building",40,"Toulinguet Street",Twillingate,NL,"Newfoundland and Labrador","A0G 4M0",Lease,No,"Not required"
42171,"Mahabir Complex",5445,"Route 117",Baie-Sainte-Anne,NB,"New Brunswick","E9A 1E5",Lease,No,"Not required"
4881,"Nicholas Denys Building",120,"Harbourview Boulevard",Bathurst,NB,"New Brunswick","E2A 5B9",Crown-owned,Yes,Yes
55559,"Executive Tower",161,"Main Street",Bathurst,NB,"New Brunswick","E2A 1A6",Lease,No,"Not required"
15484,"Place Eve Place",219,"Main Street",Bathurst,NB,"New Brunswick","E2A 1A9",Lease,No,"Not required"
55505,"Harbourview Place",275,"Main Street",Bathurst,NB,"New Brunswick","E2A 1A9",Lease,No,"Not required"
,Building,995,"Murray Avenue",Bathurst,NB,"New Brunswick","E2A 0C8",Lease,"Work in progress","Work in progress"
9608,"Fisheries Building",704,"Principale Street",Beresford,NB,"New Brunswick","E8K 2Y1",Lease,No,"Not required"
30816,"Campbellton City Centre Tower",157,"Water Street",Campbellton,NB,"New Brunswick","E3N 3L4",Lease,No,"Not required"
16468,"DFO Service Centre",1715,"Route 774",Campobello,NB,"New Brunswick","E5E 1M3",Lease,No,"Not required"
4934,"Caraquet Government of Canada Building",50,"St. Pierre Boulevard West",Caraquet,NB,"New Brunswick","E1W 1B6",Crown-owned,No,Yes
55936,"Place Bellevue",20,"St. Pierre Boulevard",Caraquet,NB,"New Brunswick","E1W 1B6",Lease,No,"Not required"
12241,"150 St. Pierre Boulevard East",150,"St. Pierre Boulevard",Caraquet,NB,"New Brunswick","E1W 1B1",Lease,No,"Not required"
22707,Building,55,"Maxime Drive",Dieppe,NB,"New Brunswick","E1A 9B5",Lease,No,"Not required"
20788,Building,15,"Church Street",Edmundston,NB,"New Brunswick","E3V 1J3",Lease,No,"Not required"
4782,"Edmundston Government of Canada Building",22,"Emmerson Street",Edmundston,NB,"New Brunswick","E3V 1R7",Crown-owned,Yes,Yes
4732,"Florenceville Government of Canada Building",273-275,"Main Street",Florenceville,NB,"New Brunswick","E7L 3G3",Crown-owned,No,"Not required"
5741,"Fisheries and Oceans Service Centre",40,"Avonlea Court",Fredericton,NB,"New Brunswick","E3C 1N8",Lease,No,"Not required"
22346,"Beaverbrook Court",500,"Beaverbrook Court",Fredericton,NB,"New Brunswick","E3B 5X4",Lease,No,"Not required"
22447,Building,301,"Bishop Drive",Fredericton,NB,"New Brunswick","E3C 2M6",Lease,No,"Not required"
20783,Building,485,"Bishop Drive",Fredericton,NB,"New Brunswick","E3C 2M6",Lease,No,"Not required"
12501,"Hilton Building",245,"Hilton Road",Fredericton,NB,"New Brunswick","E3B 7B5",Lease,No,"Not required"
21576,"Frederick Square",235,"King Street",Fredericton,NB,"New Brunswick","E3B 6Z3",Lease,No,"Not required"
55633,"McFadzen Building",495,"Prospect Street",Fredericton,NB,"New Brunswick","E3B 9M4",Lease,No,"Not required"
55528,"Westmorland Place",82,"Queen Street",Fredericton,NB,"New Brunswick","E3B 1B2",Lease,No,"Not required"
55518,"Barker House",570,"Queen Street",Fredericton,NB,"New Brunswick","E3B 6Z6",Lease,No,"Not required"
55935,"Fredericton Government of Canada Building",633,"Queen Street",Fredericton,NB,"New Brunswick","E3B 1C3",Crown-owned,No,"Not required"
25349,Building,1133,"Regent Street",Fredericton,NB,"New Brunswick","E3B 3Z2",Lease,No,"Not required"
71754,"Hugh John Felmming Forestry Centre",1350,"Regent Street",Fredericton,NB,"New Brunswick","E3C 2G6",Lease,No,"Not required"
152136,"Royal Canadian Mounted Police 'J' (Hanger Building)",1445,"Regent Street",Fredericton,NB,"New Brunswick","E3C 2P9",Crown-owned,No,Yes
55534,"Maritime Forestry Complex - Fredericton, NB",,"Regent Street",Fredericton,NB,"New Brunswick","E3B 6H6",Lease,No,"Not required"
32944,"Royal Canadian Mounted Police Headquarters 'J' Division",1445,"Regent Street",Fredericton,NB,"New Brunswick","E3C 2P9",Crown-owned,Yes,Yes
,Building,81,"Regent Street",Fredericton,NB,"New Brunswick","E3B 3W3",Lease,"Work in progress","Work in progress"
55650,"Frederick Square",77,"Westmorland Street",Fredericton,NB,"New Brunswick","E3B 6Z3",Lease,No,"Not required"
21479,"York-Aberdeen Centre",364,"York Street",Fredericton,NB,"New Brunswick","E3B 3P7",Lease,No,"Not required"
4761,"Grand Falls Government of Canada Building",373-377,"Broadway Boulevard","Grand Falls",NB,"New Brunswick","E3Z 2K3",Crown-owned,Yes,Yes
17279,"441 Madawaska Rd, Grand Falls, NB",441,"Madawaska Road","Grand Falls",NB,"New Brunswick","E3Y 1A3",Lease,No,"Not required"
55660,"Place Bonne Accord",551,"Main Street","Grand Falls",NB,"New Brunswick","E3Z 2W4",Lease,No,"Not required"
22693,Building,52,"Ouellette Street","Grand Falls",NB,"New Brunswick","E3Z 1A6",Lease,No,"Not required"
14739,Building,979,"Route 776","Grand Manan",NB,"New Brunswick","E5G 2E5",Lease,No,"Not required"
56619,"Legresley Complex",,"Route 17",Kedgwick,NB,"New Brunswick","E0K 1C0",Lease,No,"Not required"
21502,Building,139,"Douglastown Boulevard",Miramichi,NB,"New Brunswick","E1V 0A4",Lease,No,"Not required"
4560,"Government of Canada Building",171,"Duke Street",Miramichi,NB,"New Brunswick","E1N 1H9",Crown-owned,Yes,Yes
9692,Building,2368,"King George Highway",Miramichi,NB,"New Brunswick","E1V 6V9",Lease,No,"Not required"
21101,"Miramichi Mall",408,"King George Highway",Miramichi,NB,"New Brunswick","E1V 1L4",Lease,No,"Not required"
21680,"Miramichi Pay Center",2,"Victoria Avenue",Miramichi,NB,"New Brunswick","E1N 0E6",Lease-Purchase,No,"Not required"
55808,"Chatham Town Centre",1780,"Water Street",Miramichi,NB,"New Brunswick","E1N 1B6",Lease,No,"Not required"
15859,Office,81,"Albert Street",Moncton,NB,"New Brunswick","E1C 1B3",Lease,No,"Not required"
34618,Building,310,"Baig Boulevard",Moncton,NB,"New Brunswick","E1E 1C8",Crown-owned,Yes,Yes
17569,"Canada Trust Building",222,"Edinburgh Drive",Moncton,NB,"New Brunswick","E1E 4C7",Lease,Yes,Yes
55584,"Place Marvens",1,"Factory Lane",Moncton,NB,"New Brunswick","E1C 9M3",Lease,No,"Not required"
,Building,12,"Millennium Blvd",Moncton,NB,"New Brunswick","E1C 0M3",Lease,No,"Not required"
30733,"Heritage Court",95,"Foundry Street",Moncton,NB,"New Brunswick","E1C 5H7",Lease,No,"Not required"
10016,Building,50,"King Street",Moncton,NB,"New Brunswick","E1C 2G8",Lease,No,"Not required"
42198,"Blue Cross Complex",644,"Main Street",Moncton,NB,"New Brunswick","E1C 1E2",Lease,No,"Not required"
21388,"Assumption Place Building",770,"Main Street",Moncton,NB,"New Brunswick","E1C 1E7",Lease,Yes,Yes
22170,"Royal Trust Building",777,"Main Street",Moncton,NB,"New Brunswick","E1C 1E9",Lease,No,"Not required"
15912,Building,859,"Main Street",Moncton,NB,"New Brunswick","E1C 1G3",Lease,No,"Not required"
20055,"Heritage Resources Inc. Building",910,"Main Street",Moncton,NB,"New Brunswick","E1C 1G6",Lease,No,Yes
4378,"Dominion Public Building",1045,"Main Street",Moncton,NB,"New Brunswick","E1C 1H1",Crown-owned,Yes,Yes
8503,"Jones Lake Place",1600,"Main Street",Moncton,NB,"New Brunswick","E1E 1G5",Lease,"Work in progress","Work in progress"
55740,"Environmental Science Building",UofM,"Morton Avenue",Moncton,NB,"New Brunswick","E1A 3E9",Lease,No,"Not required"
11968,"Emmerson Park - Building B",21,"Ocean Limited Way",Moncton,NB,"New Brunswick","E1C 0J4",Lease,No,"Not required"
29885,"Gulf Fisheries Centre",343,"University Avenue",Moncton,NB,"New Brunswick","E1C 5K4",Crown-owned,Yes,Yes
16765,Building,33,"Weldon Street",Moncton,NB,"New Brunswick","E1C 0N5",Lease,No,"Not required"
42121,"Place Neguac",1176,"Principale Street",Neguac,NB,"New Brunswick","E9G 1S3",Lease,No,"Not required"
24980,"Plaza 286 Building",286,"Restigouche Road",Oromocto,NB,"New Brunswick","E2V 2H5",Lease,No,"Not required"
,Building,80,"Millenium Drive",Quispamsis,NB,"New Brunswick","E2E 5B4",Lease,No,"Not required"
20770,"DFO Service Centre",144,"Millenium Drive",Quispamsis,NB,"New Brunswick","E2E 6E6",Lease,No,"Not required"
55927,"Fisheries Building",23,"McNeil Street",Renous,NB,"New Brunswick","E9E 2C5",Lease,No,"Not required"
20198,"Place Cartier Mall",25,"Cartier Boulevard",Richibucto,NB,"New Brunswick","E4W 3W7",Lease,No,"Not required"
18124,"Fisheries Service Centre",9523,"Main Street",Richibucto,NB,"New Brunswick","E4W 4C2",Lease,No,"Not required"
9664,"Canadian Wildlife Complex",17,"Waterfowl Lane",Sackville,NB,"New Brunswick","E4L 4N1",Lease,No,"Not required"
6290,"Matrix Centre",1,"Agar Place","Saint John",NB,"New Brunswick","E2L 5G4",Lease,No,"Not required"
7254,Building,77,Germain/King,"Saint John",NB,"New Brunswick","E2L 1G3",Lease,No,"Not required"
15146,Building,555,"McAllister Drive","Saint John",NB,"New Brunswick","E2J 2S8",Lease,No,"Not required"
3892,"Saint John Postal Station ""A"" and Annex",126,"Prince William Street","Saint John",NB,"New Brunswick","E2L 2B9",Crown-owned,Yes,Yes
3891,"Saint John Customs Building",189,"Prince William Street","Saint John",NB,"New Brunswick","E2L 2B9",Crown-owned,Yes,Yes
8168,"Pugsley ""A"" - Saint John, NB",3,"Water Street","Saint John",NB,"New Brunswick","E2L 4L1",Lease,No,"Not required"
4845,"Government of Canada Building",193,"Canada Street",Saint-Quentin,NB,"New Brunswick","E8A 1J8",Lease,No,"Not required"
14341,"Michel C. Leger Building",295,"Belliveau Avenue",Shediac,NB,"New Brunswick","E4P 1H4",Lease,No,"Not required"
8936,"Centre-ville Mall",342,"Main Street",Shediac,NB,"New Brunswick","E4P 2E7",Lease,No,"Not required"
21100,Building,522,"Main Street",Shediac,NB,"New Brunswick","E4P 2G9",Lease,No,"Not required"
13382,Building,74,"Ohio Road",Shediac,NB,"New Brunswick","E4P 2J9",Lease,No,"Not required"
22404,"Government of Canada Pension Centre",10,"Weldon Street",Shediac,NB,"New Brunswick","E4P 2X7",Crown-owned,No,Yes
55814,"Shippagan Government of Canada Building",196,"Gauthier Boulevard",Shippagan,NB,"New Brunswick","E8S 1P2",Crown-owned,No,"Not required"
12242,"City Hall",226,"Hôtel de Ville Avenue",Shippagan,NB,"New Brunswick","E8S 3J4",Lease,No,"Not required"
12490,"MSA Office Complex Building",485,"Route 420","South Esk",NB,"New Brunswick","E1V 4L9",Lease,No,"Not required"
11821,"St. George Government of Canada Building (Warehouse)",99,"Mt Pleasant Road","St George",NB,"New Brunswick","E5C 3K5",Crown-owned,No,"Not required"
104106,"St. George Government of Canada Building (New)",99,"Mt Pleasant Road","St George",NB,"New Brunswick","E5C 3K6",Crown-owned,No,"Not required"
4075,"St. Stephen Government of Canada Building",93,"Milltown Boulevard","St. Stephen",NB,"New Brunswick","E3L 1G5",Crown-owned,Yes,Yes
14966,"Mapleton Place",10,"Gateway Street",Sussex,NB,"New Brunswick","E4E 1T1",Lease,No,"Not required"
8247,"Lerond Point Shopping Mall",3407,"Main Street",Tracadie-Sheila,NB,"New Brunswick","E0C 2B0",Lease,No,"Not required"
23225,"DFO Office",3212,"Principale Street",Tracadie-Sheila,NB,"New Brunswick","E1X 1A3",Lease,No,"Not required"
15155,"Carlisle Place",650,"Main Street",Woodstock,NB,"New Brunswick","E7M 2G9",Lease,No,"Not required"
4718,"Woodstock Government of Canada Building",680,"Main Street",Woodstock,NB,"New Brunswick","E7M 5Z9",Crown-owned,Yes,Yes
3207,"Enos Collins Government of Canada Building",38-40,"Havelock Street",Amherst,NS,"Nova Scotia","B4H 4C3",Crown-owned,Yes,Yes
7960,Building,26-28,"Prince Arthur Street",Amherst,NS,"Nova Scotia","B4H 1V6",Lease,No,"Not required"
55561,"Amherst Plaza",136,"Victoria Street",Amherst,NS,"Nova Scotia","B4H 1X9",Lease,Yes,Yes
13420,Building,2920,"Highway 104",Antigonish,NS,"Nova Scotia","B2G 2K6",Lease,No,"Not required"
3436,"William Alexander Henry Building",325,"Main Street",Antigonish,NS,"Nova Scotia","B2G 2C3",Lease,"Work in progress","Work in progress"
55784,"Fisheries Centre",3,"Highway 3","Barrington Passage",NS,"Nova Scotia","B0W 1G0",Lease,No,"Not required"
55849,"Bedford Tower",1496,"Bedford Highway",Bedford,NS,"Nova Scotia","B4A 1E5",Lease,No,"Not required"
42238,"Royal Bank Building",1597,"Bedford Highway",Bedford,NS,"Nova Scotia","B4A 1E7",Lease,No,"Not required"
2874,"Bedford Trade Mart",275,"Rocky Lake Drive",Bedford,NS,"Nova Scotia","B4A 2T3",Lease,No,"Not required"
2665,"Dawson B. Dauphinee Federal Building",77,"Dufferin Street",Bridgewater,NS,"Nova Scotia","B4V 3W8",Crown-owned,No,Yes
15354,Building,1675,"King Street",Bridgewater,NS,"Nova Scotia","B4V 1C5",Lease,No,"Not required"
55839,"Bridgewater Industrial Park (Lot 5)",280,"Logan Road",Bridgewater,NS,"Nova Scotia","B4V 3J8",Lease,No,"Not required"
12248,Building,15625,"Cabot Trail",Chéticamp,NS,"Nova Scotia","B0E 1H0",Lease,No,"Not required"
3033,"Burnside Commercial Centre",10,"Akerley Boulevard",Dartmouth,NS,"Nova Scotia","B3B 1J4",Lease,Yes,"Work in progress"
55668,"Belmont House",33,"Alderney Drive",Dartmouth,NS,"Nova Scotia","B2Y 2N4",Lease,No,"Not required"
8149,"Alderney Gate",40,"Alderney Drive",Dartmouth,NS,"Nova Scotia","B2Y 2N5",Lease,No,"Not required"
23077,"Queen Square",45,"Alderney Drive",Dartmouth,NS,"Nova Scotia","B2Y 2N6",Lease,No,"Not required"
24639,Building,43,"Borden Avenue",Dartmouth,NS,"Nova Scotia","B3B 1C7",Lease,Yes,"Work in progress"
,Building,45,"Borden Avenue",Dartmouth,NS,"Nova Scotia","B3B 1C7",Lease,Yes,"Work in progress"
55560,"50 Brown Avenue",50,"Brown Avenue",Dartmouth,NS,"Nova Scotia","B3B 1X8",Lease,No,"Not required"
17720,"Dartmouth Crossing",126,"Cromarty Drive",Dartmouth,NS,"Nova Scotia","B3B 0E9",Lease,No,"Not required"
6506,"Royal Canadian Mounted Police 'H' Division",80,"Garland Avenue",Dartmouth,NS,"Nova Scotia","B3B 0A7",Crown-owned,No,"Not required"
11163,"Future Motor Inns Annex",20,"Highfield Park Drive",Dartmouth,NS,"Nova Scotia","B3A 4S8",Lease,No,"Not required"
6422,"101 Ilsley Avenue",101,"Ilsley Avenue",Dartmouth,NS,"Nova Scotia","B3B 1S8",Lease,No,"Not required"
22613,"26 Mellor Avenue",26,"Mellor Avenue",Dartmouth,NS,"Nova Scotia","B3B 0K6",Lease,No,"Not required"
3022,"2 Morris Drive",2,"Morris Drive",Dartmouth,NS,"Nova Scotia","B3B 1K8",Lease,No,"Not required"
6866,"Eric Spicer Building",21,"Mount Hope Avenue",Dartmouth,NS,"Nova Scotia","B2Y 4R4",Lease,No,"Not required"
17062,"Parks Canada Building",50,"Neptune Crescent",Dartmouth,NS,"Nova Scotia","B2Y 0B6",Lease,No,"Not required"
5669,"Marine House",176,"Portland Street",Dartmouth,NS,"Nova Scotia","B2Y 1J3",Crown-owned,Yes,Yes
6476,"17 Thorne Avenue",17,"Thorne Avenue",Dartmouth,NS,"Nova Scotia","B3B 2E7",Lease,No,"Not required"
55867,"150 Thorne Avenue",150,"Thorne Avenue",Dartmouth,NS,"Nova Scotia","B3B 1Y5",Lease,No,"Not required"
10612,"1000 Windmill Road",1000,"Windmill Road",Dartmouth,NS,"Nova Scotia","B3B 1L7",Lease,Yes,"Work in progress"
55811,"Metropolitan Place",99,"Wyse Road",Dartmouth,NS,"Nova Scotia","B3A 1L9",Lease,Yes,Yes
,Building,315,"Wilkinson Avenue",Dartmouth,NS,"Nova Scotia","B3B 0M6",Lease,"Work in progress","Work in progress"
13504,"CFIA Building",176,"Highway 303",Digby,NS,"Nova Scotia","B0V 1A0",Lease,No,"Not required"
18002,"Fisheries Building",24,"Industrial Drive",Digby,NS,"Nova Scotia","B0V 1A0",Lease,No,"Not required"
21103,"Service Canada Building",98,"Sydney Street",Digby,NS,"Nova Scotia","B0V 1A0",Lease,No,"Not required"
38009,"Dominion Coal Yard Loader Building",1,"Wallner Lane",Dominion,NS,"Nova Scotia","B1G 1B2",Crown-owned,No,"Not required"
38009,"Dominion Coal Yard Mechanical Control Centre",1,"Wallner Lane",Dominion,NS,"Nova Scotia","B1G 1B2",Crown-owned,No,"Not required"
38009,"Dominion Coal Yard Scale House",1,"Wallner Lane",Dominion,NS,"Nova Scotia","B1G 1B2",Crown-owned,Yes,Yes
14985,"Point Edward (former) Cattle Barn",2737,"Point Edward Highway 239",Edwardsville,NS,"Nova Scotia","B2A 4P9",Crown-owned,No,"Not required"
145957,"Point Edward (former) Forestry Building",2737,"Point Edward Highway 239",Edwardsville,NS,"Nova Scotia","B2A 4P9",Crown-owned,No,"Not required"
56625,"Senator's Place",633,"Main Street","Glace Bay",NS,"Nova Scotia","B1A 6J3",Lease,No,"Not required"
